candidate_id,candidate_name,years_experience,current_city,top_skill_area,summary
4562,Felicia Walsh,0,Atlanta,product,Reduced cloud spend by redesigning batch compute workloads.
4563,Nicholas Morrow MD,15,Remote,operations,Managed high-volume healthcare recruiting for clinical roles.
4564,Susan Rangel,14,Austin,product,Managed high-volume healthcare recruiting for clinical roles.
4565,Melanie Myers,14,Denver,operations,Reduced cloud spend by redesigning batch compute workloads.
4566,Haley Blackwell,8,Denver,product,Built churn propensity model for customer success team.
4567,Larry Stokes,10,Seattle,sales,Negotiated software procurement and vendor savings initiatives.
4568,Margaret Andrews,3,Chicago,analytics,Built role-based compensation benchmarking dashboards.
4569,Eduardo Hall,0,Chicago,operations,Reduced cloud spend by redesigning batch compute workloads.
4570,Grace Johnson,3,Remote,product,Reduced cloud spend by redesigning batch compute workloads.
4571,Zachary Lee,11,Atlanta,operations,Ran agile ceremonies for cross-functional product squad.
4572,Brooke Lewis,7,Atlanta,support,Migrated legacy monolith endpoints to event-driven services.
4573,Brittany Allen,11,Chicago,operations,"Implemented Okta and SCIM provisioning for 2,000 employees."
4574,George Jones,7,Atlanta,operations,Migrated legacy monolith endpoints to event-driven services.
4575,Andrew Reese,10,Denver,support,Expanded support knowledge base and deflected repetitive tickets.
4576,Beverly Herrera,17,Atlanta,analytics,Managed high-volume healthcare recruiting for clinical roles.
4577,Amanda Richardson,11,Remote,operations,Closed strategic logistics accounts in manufacturing sector.
4578,Ricky Young,17,Chicago,engineering,Maintained SOC 2 evidence collection process.
4579,Jessica Burch,17,Seattle,engineering,Built dbt models and Airflow pipelines for finance analytics.
4580,Kelly Davis,11,Atlanta,analytics,Built role-based compensation benchmarking dashboards.
4581,Jessica Bradford,17,Denver,engineering,Scaled self-serve onboarding funnel for SMB customers.
4582,Terri Golden,4,Remote,analytics,Built dbt models and Airflow pipelines for finance analytics.
4583,Stephen Ward,9,Austin,product,"Drove product launch for analytics module used by 8,000 accounts."
4584,Lawrence Meyers,1,Seattle,support,Led multi-region ERP rollout across three warehouses.
4585,Jasmine Cohen,1,Denver,support,Automated revenue recognition data quality checks.
4586,Todd Lewis,2,Seattle,sales,Built churn propensity model for customer success team.
4587,Patricia King,2,Austin,analytics,Reduced cloud spend by redesigning batch compute workloads.
4588,Anthony Jordan,7,Seattle,sales,Built role-based compensation benchmarking dashboards.
4589,Jessica Rodriguez,12,Austin,product,Owned forecasting model for outbound pipeline generation.
4590,Karina Hines,17,Denver,engineering,Shipped experimentation framework for signup conversion.
4591,Brenda Clark,17,Remote,analytics,Migrated legacy monolith endpoints to event-driven services.
4592,Deborah Brady,3,Atlanta,operations,Launched partner onboarding program across EMEA region.
4593,David Kemp,7,Denver,engineering,Negotiated software procurement and vendor savings initiatives.
4594,Joseph West,7,Chicago,sales,Owned forecasting model for outbound pipeline generation.
4595,Edwin Woods,1,Austin,support,Built dbt models and Airflow pipelines for finance analytics.
4596,Krista English,0,Austin,analytics,Expanded support knowledge base and deflected repetitive tickets.
4597,Angel Hall,6,Seattle,engineering,Automated revenue recognition data quality checks.
4598,Nathaniel Brown,15,Chicago,engineering,"Implemented Okta and SCIM provisioning for 2,000 employees."
4599,Jocelyn Benson,6,Austin,analytics,Shipped experimentation framework for signup conversion.
4600,Amber Richardson,6,Denver,analytics,Improved NPS by redesigning incident communications workflow.
4601,Michelle Pratt,17,Denver,operations,Built churn propensity model for customer success team.
4602,Christopher Smith,6,Remote,engineering,Managed enterprise renewals exceeding $4M ARR.
4603,Wendy Aguilar MD,12,Chicago,engineering,Built role-based compensation benchmarking dashboards.
4604,Michelle Hanson,17,Chicago,engineering,Built churn propensity model for customer success team.
4605,Pamela Armstrong,2,Austin,engineering,Closed strategic logistics accounts in manufacturing sector.
4606,Richard Phillips,9,Chicago,analytics,Led multi-region ERP rollout across three warehouses.
4607,Lindsey Burke,6,Atlanta,operations,Launched partner onboarding program across EMEA region.
4608,Megan Zavala,2,Chicago,sales,Ran agile ceremonies for cross-functional product squad.
4609,Stephen Phillips,0,Seattle,analytics,Maintained SOC 2 evidence collection process.
4610,Holly Cruz,11,Seattle,support,Managed high-volume healthcare recruiting for clinical roles.
4611,Danielle Rivera,11,Denver,sales,"Implemented Okta and SCIM provisioning for 2,000 employees."
4612,Alex Mason,10,Chicago,analytics,Designed interview loops for engineering leveling refresh.
4613,Malik Proctor,12,Seattle,engineering,Migrated legacy monolith endpoints to event-driven services.
4614,Christopher Lee,12,Remote,analytics,Owned forecasting model for outbound pipeline generation.
4615,Richard Weiss,1,Remote,operations,Closed strategic logistics accounts in manufacturing sector.
4616,Charles Costa,0,Remote,engineering,Negotiated software procurement and vendor savings initiatives.
4617,Justin Pineda,6,Seattle,support,Built dbt models and Airflow pipelines for finance analytics.
4618,Michael Branch,10,Seattle,sales,Improved fulfillment SLA reporting with automated dashboards.
4619,James Wilson,16,Remote,support,Designed interview loops for engineering leveling refresh.
4620,Valerie Johnson,17,Denver,operations,"Implemented Okta and SCIM provisioning for 2,000 employees."
4621,Paul Collins,14,Remote,support,Maintained SOC 2 evidence collection process.
4622,Misty Meyer,5,Austin,support,Scaled self-serve onboarding funnel for SMB customers.
4623,Michael Morrison,10,Seattle,operations,Led multi-region ERP rollout across three warehouses.
4624,David Dodson,2,Denver,support,Reduced cloud spend by redesigning batch compute workloads.
4625,Steven Sherman,8,Chicago,operations,Managed high-volume healthcare recruiting for clinical roles.
4626,Veronica Clayton,1,Seattle,analytics,Launched partner onboarding program across EMEA region.
4627,Toni Clay,17,Chicago,sales,Managed enterprise renewals exceeding $4M ARR.
4628,Charles Neal,8,Remote,operations,Maintained SOC 2 evidence collection process.
4629,Gloria Dunn,12,Seattle,engineering,"Implemented Okta and SCIM provisioning for 2,000 employees."
4630,Bridget Garza,1,Austin,operations,Negotiated software procurement and vendor savings initiatives.
4631,Michael Hamilton,17,Remote,engineering,Built churn propensity model for customer success team.
4632,Richard Reyes,9,Austin,operations,Maintained SOC 2 evidence collection process.
4633,Jason Jones,1,Seattle,product,Led multi-region ERP rollout across three warehouses.
4634,Alexis Olson,6,Seattle,operations,Improved NPS by redesigning incident communications workflow.
4635,Michael Jennings,3,Atlanta,operations,Designed interview loops for engineering leveling refresh.
4636,Connor Rice,1,Atlanta,product,Built churn propensity model for customer success team.
4637,Veronica Christensen,0,Seattle,engineering,Led multi-region ERP rollout across three warehouses.
4638,Corey Adams,12,Remote,support,Closed strategic logistics accounts in manufacturing sector.
4639,Cynthia Hogan,15,Seattle,analytics,Negotiated software procurement and vendor savings initiatives.
4640,Jordan Garrett,11,Chicago,operations,Built role-based compensation benchmarking dashboards.
4641,Allen Chung,12,Atlanta,sales,Shipped experimentation framework for signup conversion.
4642,Danny Smith,0,Chicago,analytics,Improved NPS by redesigning incident communications workflow.
4643,Jessica Myers,3,Austin,operations,Improved fulfillment SLA reporting with automated dashboards.
4644,Amy Brown,0,Austin,operations,Reduced cloud spend by redesigning batch compute workloads.
4645,Pamela Gordon,17,Denver,support,Scaled self-serve onboarding funnel for SMB customers.
4646,Michael Olsen,13,Remote,operations,Improved fulfillment SLA reporting with automated dashboards.
4647,Wayne Dickerson,17,Austin,support,Owned forecasting model for outbound pipeline generation.
4648,Austin Rose,16,Austin,sales,Launched partner onboarding program across EMEA region.
4649,Diana Carter,4,Austin,support,Led multi-region ERP rollout across three warehouses.
4650,Shannon Morris,9,Chicago,analytics,Negotiated software procurement and vendor savings initiatives.
4651,Raymond Roy,11,Atlanta,product,Improved NPS by redesigning incident communications workflow.
4652,Shelby Avery,13,Seattle,operations,Launched partner onboarding program across EMEA region.
4653,Lori Williams,12,Austin,sales,Migrated legacy monolith endpoints to event-driven services.
4654,Mark Nelson,8,Seattle,operations,Owned forecasting model for outbound pipeline generation.
4655,Jessica George,0,Remote,analytics,Migrated legacy monolith endpoints to event-driven services.
4656,Anthony Hahn,16,Austin,operations,Automated revenue recognition data quality checks.
4657,Molly Hines,12,Denver,product,Ran agile ceremonies for cross-functional product squad.
4658,Carlos Taylor,15,Seattle,engineering,Launched partner onboarding program across EMEA region.
4659,Robert Reese,3,Seattle,sales,Expanded support knowledge base and deflected repetitive tickets.
4660,Mario Wells MD,1,Chicago,product,Designed interview loops for engineering leveling refresh.
4661,Christopher Lyons,16,Austin,support,Managed high-volume healthcare recruiting for clinical roles.
4662,Patricia Baker,14,Denver,engineering,Maintained SOC 2 evidence collection process.
4663,Joseph Ferguson,15,Remote,product,Closed strategic logistics accounts in manufacturing sector.
4664,Cory Harris,7,Remote,operations,Managed high-volume healthcare recruiting for clinical roles.
4665,Timothy Best,16,Denver,analytics,Designed interview loops for engineering leveling refresh.
4666,Miguel Jackson,4,Atlanta,engineering,Migrated legacy monolith endpoints to event-driven services.
4667,Tyler Rodriguez,13,Atlanta,engineering,Closed strategic logistics accounts in manufacturing sector.
4668,Angela Smith,8,Denver,support,Reduced cloud spend by redesigning batch compute workloads.
4669,Stephanie Martin,2,Atlanta,sales,Managed enterprise renewals exceeding $4M ARR.
4670,Larry Smith,12,Chicago,engineering,Shipped experimentation framework for signup conversion.
4671,Paul Young,6,Atlanta,support,"Drove product launch for analytics module used by 8,000 accounts."
4672,Mckenzie Anderson,2,Atlanta,sales,Managed enterprise renewals exceeding $4M ARR.
4673,Kenneth Cooper Jr.,12,Atlanta,product,Owned forecasting model for outbound pipeline generation.
4674,Benjamin Contreras,13,Remote,sales,Ran agile ceremonies for cross-functional product squad.
4675,Dennis Williams,5,Seattle,engineering,"Implemented Okta and SCIM provisioning for 2,000 employees."
4676,Sharon Morris,17,Seattle,operations,Launched partner onboarding program across EMEA region.
4677,James Dixon,12,Seattle,sales,Managed high-volume healthcare recruiting for clinical roles.
4678,Anna Hill,0,Atlanta,analytics,Closed strategic logistics accounts in manufacturing sector.
4679,Cynthia Harris MD,6,Chicago,sales,Improved NPS by redesigning incident communications workflow.
4680,John Rodriguez,17,Atlanta,product,Improved fulfillment SLA reporting with automated dashboards.
4681,Joel Gibbs,3,Remote,operations,Managed high-volume healthcare recruiting for clinical roles.
4682,Carolyn Lopez,17,Remote,support,Maintained SOC 2 evidence collection process.
4683,Christopher Davis,9,Denver,support,Built role-based compensation benchmarking dashboards.
4684,Robert Herrera Jr.,12,Denver,product,Ran agile ceremonies for cross-functional product squad.
4685,Debbie Arias,12,Chicago,analytics,"Drove product launch for analytics module used by 8,000 accounts."
4686,Kenneth Peterson,9,Austin,sales,Improved fulfillment SLA reporting with automated dashboards.
4687,Rachel Mcdaniel,9,Chicago,analytics,Negotiated software procurement and vendor savings initiatives.
4688,Peter Delacruz,10,Austin,operations,Launched partner onboarding program across EMEA region.
4689,Rodney Sanchez,11,Denver,analytics,"Implemented Okta and SCIM provisioning for 2,000 employees."
4690,Jose Stephens,13,Austin,sales,Automated revenue recognition data quality checks.
4691,Jennifer Morgan DDS,7,Chicago,analytics,"Drove product launch for analytics module used by 8,000 accounts."
4692,Parker Vasquez,7,Seattle,product,Managed enterprise renewals exceeding $4M ARR.
4693,Kimberly Fields,14,Remote,support,Managed enterprise renewals exceeding $4M ARR.
4694,Timothy Wilson,13,Remote,product,Managed high-volume healthcare recruiting for clinical roles.
4695,Antonio Valencia,11,Atlanta,engineering,Improved fulfillment SLA reporting with automated dashboards.
4696,Steven Holmes PhD,8,Atlanta,analytics,Maintained SOC 2 evidence collection process.
4697,Alexis Duran,10,Remote,engineering,Managed enterprise renewals exceeding $4M ARR.
4698,Charles Hopkins,10,Atlanta,sales,"Implemented Okta and SCIM provisioning for 2,000 employees."
4699,Danny Bailey,7,Austin,support,Closed strategic logistics accounts in manufacturing sector.
4700,Angelica Long,3,Remote,engineering,Designed interview loops for engineering leveling refresh.
4701,Holly Waters,9,Atlanta,operations,"Implemented Okta and SCIM provisioning for 2,000 employees."
4702,Jillian Garcia,7,Atlanta,engineering,Scaled self-serve onboarding funnel for SMB customers.
4703,Keith Oconnor,0,Austin,sales,Built dbt models and Airflow pipelines for finance analytics.
4704,Patricia Thompson,17,Denver,engineering,Owned forecasting model for outbound pipeline generation.
4705,Mrs. Laura Novak,12,Denver,operations,Owned forecasting model for outbound pipeline generation.
4706,Tina Grant,2,Seattle,analytics,Migrated legacy monolith endpoints to event-driven services.
4707,Melanie Young,3,Denver,analytics,Launched partner onboarding program across EMEA region.
4708,Kimberly Logan,10,Denver,product,Managed enterprise renewals exceeding $4M ARR.
4709,Tiffany Martinez,15,Seattle,engineering,Designed interview loops for engineering leveling refresh.
4710,Sarah Yates,8,Austin,operations,Introduced warehouse slotting optimization process.
4711,Melissa Hall,14,Seattle,analytics,Managed enterprise renewals exceeding $4M ARR.
4712,Jessica Ball,2,Austin,engineering,Introduced warehouse slotting optimization process.
4713,Danielle Costa,9,Chicago,engineering,Scaled self-serve onboarding funnel for SMB customers.
4714,Elizabeth Jacobs,14,Denver,sales,"Drove product launch for analytics module used by 8,000 accounts."
4715,Lisa Spencer,15,Chicago,product,Improved NPS by redesigning incident communications workflow.
4716,Bradley Reed,4,Austin,analytics,Improved fulfillment SLA reporting with automated dashboards.
4717,Katie Rivers,12,Denver,analytics,Launched partner onboarding program across EMEA region.
4718,Amanda Pena,0,Seattle,analytics,Built dbt models and Airflow pipelines for finance analytics.
4719,Thomas Young,2,Chicago,support,Introduced warehouse slotting optimization process.
4720,Jillian Woods,16,Chicago,analytics,Shipped experimentation framework for signup conversion.
4721,Valerie Lopez,13,Seattle,support,Built churn propensity model for customer success team.
4722,Jodi James,3,Remote,sales,Expanded support knowledge base and deflected repetitive tickets.
4723,Lucas Ball,17,Atlanta,support,Improved fulfillment SLA reporting with automated dashboards.
4724,Julia Bishop,17,Atlanta,engineering,"Implemented Okta and SCIM provisioning for 2,000 employees."
4725,Joshua Vincent MD,0,Seattle,operations,Introduced warehouse slotting optimization process.
4726,Jonathan Bruce,0,Austin,sales,Improved fulfillment SLA reporting with automated dashboards.
4727,Beverly Black,4,Remote,engineering,Improved NPS by redesigning incident communications workflow.
4728,Zachary Johnson,14,Denver,analytics,Reduced cloud spend by redesigning batch compute workloads.
4729,Emily Warren,10,Denver,product,Maintained SOC 2 evidence collection process.
4730,Cody Garrett,9,Atlanta,engineering,Led multi-region ERP rollout across three warehouses.
4731,Anthony Adams,7,Remote,product,Reduced cloud spend by redesigning batch compute workloads.
4732,Steven Ward,8,Remote,product,Improved fulfillment SLA reporting with automated dashboards.
4733,Jane Harvey DDS,11,Seattle,product,Launched partner onboarding program across EMEA region.
4734,Amanda Martinez,1,Denver,engineering,"Implemented Okta and SCIM provisioning for 2,000 employees."
4735,Joshua Osborne,10,Austin,product,Introduced warehouse slotting optimization process.
4736,James King,3,Chicago,operations,Reduced cloud spend by redesigning batch compute workloads.
4737,Jennifer Watkins,14,Remote,analytics,Improved NPS by redesigning incident communications workflow.
4738,Harry Ochoa,3,Austin,sales,Reduced cloud spend by redesigning batch compute workloads.
4739,Mark Walters,1,Denver,analytics,Launched partner onboarding program across EMEA region.
4740,Joseph Johnston,7,Denver,analytics,Built dbt models and Airflow pipelines for finance analytics.
4741,James Delacruz,7,Seattle,support,Maintained SOC 2 evidence collection process.
4742,Cheyenne Horne,9,Denver,operations,Automated revenue recognition data quality checks.
4743,Taylor Peterson,15,Seattle,engineering,Managed enterprise renewals exceeding $4M ARR.
4744,Bobby Becker,12,Atlanta,analytics,Built dbt models and Airflow pipelines for finance analytics.
4745,Joseph Morgan,6,Remote,support,"Drove product launch for analytics module used by 8,000 accounts."
4746,Karen Sloan MD,13,Chicago,engineering,Built role-based compensation benchmarking dashboards.
4747,Kenneth Powell,9,Seattle,support,Owned forecasting model for outbound pipeline generation.
4748,Sheena Walker,4,Seattle,support,Introduced warehouse slotting optimization process.
4749,Rachael Wood,0,Seattle,analytics,Designed interview loops for engineering leveling refresh.
4750,William Wagner,0,Denver,product,"Drove product launch for analytics module used by 8,000 accounts."
4751,Jeanne Diaz,4,Chicago,operations,Introduced warehouse slotting optimization process.
4752,Katherine Baker,14,Atlanta,engineering,"Implemented Okta and SCIM provisioning for 2,000 employees."
4753,Samuel Nguyen,8,Remote,analytics,Launched partner onboarding program across EMEA region.
4754,Nicole Mejia,8,Chicago,analytics,Managed enterprise renewals exceeding $4M ARR.
4755,Dennis Smith,7,Atlanta,product,Migrated legacy monolith endpoints to event-driven services.
4756,Marcus Rich,4,Chicago,sales,"Drove product launch for analytics module used by 8,000 accounts."
4757,Samantha Jones,12,Seattle,engineering,Migrated legacy monolith endpoints to event-driven services.
4758,Suzanne George,0,Denver,support,Migrated legacy monolith endpoints to event-driven services.
4759,Curtis Whitaker,11,Remote,sales,Automated revenue recognition data quality checks.
4760,David Leon,16,Austin,sales,Closed strategic logistics accounts in manufacturing sector.
4761,Jackson Foster,15,Austin,support,Owned forecasting model for outbound pipeline generation.
4762,Edward Rodriguez,6,Remote,sales,Closed strategic logistics accounts in manufacturing sector.
4763,Christina Robinson,15,Denver,support,Improved fulfillment SLA reporting with automated dashboards.
4764,Manuel Lewis,4,Austin,sales,Managed high-volume healthcare recruiting for clinical roles.
4765,Nicholas Sampson,4,Remote,analytics,Improved fulfillment SLA reporting with automated dashboards.
4766,Robert West,6,Denver,analytics,Built churn propensity model for customer success team.
4767,Alan Oliver,0,Remote,analytics,Maintained SOC 2 evidence collection process.
4768,Brittany Lin,4,Denver,sales,Closed strategic logistics accounts in manufacturing sector.
4769,Diane Carrillo,15,Seattle,engineering,Built dbt models and Airflow pipelines for finance analytics.
4770,Ricardo Thompson,13,Atlanta,analytics,Scaled self-serve onboarding funnel for SMB customers.
4771,Joseph Bright,5,Denver,operations,"Drove product launch for analytics module used by 8,000 accounts."
4772,Kelly Hoffman,5,Denver,product,Closed strategic logistics accounts in manufacturing sector.
4773,Sandy Todd,6,Chicago,product,Owned forecasting model for outbound pipeline generation.
4774,Isaac Young,2,Seattle,engineering,Built role-based compensation benchmarking dashboards.
4775,Kristin Wang,2,Atlanta,operations,Closed strategic logistics accounts in manufacturing sector.
4776,Steve Mcconnell,17,Austin,operations,Shipped experimentation framework for signup conversion.
4777,Susan Parsons,12,Denver,operations,Negotiated software procurement and vendor savings initiatives.
4778,Tyler Shields,12,Denver,support,Built dbt models and Airflow pipelines for finance analytics.
4779,Jennifer Webster,5,Remote,operations,Shipped experimentation framework for signup conversion.
4780,Diana Huffman,15,Denver,engineering,Scaled self-serve onboarding funnel for SMB customers.
4781,Michael Dixon,3,Atlanta,operations,Built dbt models and Airflow pipelines for finance analytics.
4782,Dr. Diana Chen,17,Austin,support,Built churn propensity model for customer success team.
4783,Jennifer Cox,9,Denver,operations,Built churn propensity model for customer success team.
4784,Rachel Skinner,5,Chicago,sales,Automated revenue recognition data quality checks.
4785,Jonathan Torres,13,Denver,support,Led multi-region ERP rollout across three warehouses.
4786,Barbara Miller,7,Remote,engineering,Built dbt models and Airflow pipelines for finance analytics.
4787,Victoria Johnson,4,Remote,operations,Expanded support knowledge base and deflected repetitive tickets.
4788,Abigail Williams,12,Chicago,engineering,Closed strategic logistics accounts in manufacturing sector.
4789,Eric Fowler,12,Atlanta,analytics,Reduced cloud spend by redesigning batch compute workloads.
4790,Sherry Jones,10,Remote,product,"Implemented Okta and SCIM provisioning for 2,000 employees."
4791,Marvin Petersen,8,Chicago,operations,Improved fulfillment SLA reporting with automated dashboards.
4792,Ashley Nguyen MD,5,Denver,product,"Drove product launch for analytics module used by 8,000 accounts."
4793,Fred Castillo,7,Atlanta,product,Introduced warehouse slotting optimization process.
4794,Madeline Simmons,15,Austin,support,Expanded support knowledge base and deflected repetitive tickets.
4795,Melanie Campbell,6,Denver,sales,Designed interview loops for engineering leveling refresh.
4796,Joseph Jensen,17,Austin,engineering,Designed interview loops for engineering leveling refresh.
4797,Manuel Moran,2,Chicago,engineering,Negotiated software procurement and vendor savings initiatives.
4798,Victor Vaughn,2,Austin,operations,Built dbt models and Airflow pipelines for finance analytics.
4799,Jenny Nolan,5,Seattle,operations,Led multi-region ERP rollout across three warehouses.
4800,Michelle Carter,0,Remote,sales,Built role-based compensation benchmarking dashboards.
4801,Paul Anderson,15,Chicago,product,Negotiated software procurement and vendor savings initiatives.
4802,Victoria Padilla,6,Austin,support,Managed high-volume healthcare recruiting for clinical roles.
4803,Donna Herring,1,Denver,support,Improved fulfillment SLA reporting with automated dashboards.
4804,Daniel Cervantes,11,Austin,analytics,Built dbt models and Airflow pipelines for finance analytics.
4805,Rhonda Rodriguez,17,Denver,analytics,Managed enterprise renewals exceeding $4M ARR.
4806,Russell Martinez,17,Atlanta,product,Shipped experimentation framework for signup conversion.
4807,Sherry Brewer,1,Denver,operations,Improved NPS by redesigning incident communications workflow.
4808,Lori Brown,14,Atlanta,engineering,Ran agile ceremonies for cross-functional product squad.
4809,Stacey Stone,6,Atlanta,sales,Built churn propensity model for customer success team.
4810,John Harris,15,Austin,sales,Automated revenue recognition data quality checks.
4811,Haley Patel,10,Seattle,product,Shipped experimentation framework for signup conversion.
4812,Jennifer Mccarthy,13,Seattle,analytics,Reduced cloud spend by redesigning batch compute workloads.
4813,Cassandra White,15,Austin,operations,Migrated legacy monolith endpoints to event-driven services.
4814,John Green,16,Denver,engineering,Owned forecasting model for outbound pipeline generation.
4815,Kristina Baker,2,Chicago,support,Built churn propensity model for customer success team.
4816,Christopher Duncan,13,Denver,analytics,Improved fulfillment SLA reporting with automated dashboards.
4817,Charles Davis,2,Seattle,support,"Implemented Okta and SCIM provisioning for 2,000 employees."
4818,Sarah Harmon,16,Atlanta,engineering,Reduced cloud spend by redesigning batch compute workloads.
4819,Matthew Allen,11,Remote,analytics,Negotiated software procurement and vendor savings initiatives.
4820,Anthony Melton,3,Atlanta,operations,Owned forecasting model for outbound pipeline generation.
4821,Toni Brewer,5,Austin,sales,Automated revenue recognition data quality checks.
4822,Jim Lewis,16,Seattle,sales,Migrated legacy monolith endpoints to event-driven services.
4823,Mitchell Robinson,11,Austin,sales,Closed strategic logistics accounts in manufacturing sector.
4824,Lauren Lopez,4,Denver,support,Managed enterprise renewals exceeding $4M ARR.
4825,Alyssa White,14,Remote,engineering,Maintained SOC 2 evidence collection process.
4826,Tyler Browning,12,Remote,product,Maintained SOC 2 evidence collection process.
4827,Jason Jackson,1,Austin,product,Built dbt models and Airflow pipelines for finance analytics.
4828,Jeffery Murphy,5,Remote,product,Managed high-volume healthcare recruiting for clinical roles.
4829,Angela Turner,15,Remote,product,Ran agile ceremonies for cross-functional product squad.
4830,Briana Mosley,6,Remote,sales,Improved fulfillment SLA reporting with automated dashboards.
4831,Jack Brandt,0,Seattle,operations,Built churn propensity model for customer success team.
4832,Savannah Fernandez,10,Austin,engineering,Expanded support knowledge base and deflected repetitive tickets.
4833,Todd Adams,16,Austin,product,Expanded support knowledge base and deflected repetitive tickets.
4834,Nathaniel Ford,10,Atlanta,support,Managed high-volume healthcare recruiting for clinical roles.
4835,Katherine Martin,17,Austin,engineering,Improved NPS by redesigning incident communications workflow.
4836,David Smith,2,Chicago,product,Negotiated software procurement and vendor savings initiatives.
4837,Sean Lane,12,Remote,engineering,Designed interview loops for engineering leveling refresh.
4838,Kathleen Baldwin,11,Remote,support,Built role-based compensation benchmarking dashboards.
4839,Steven Munoz,17,Chicago,engineering,Maintained SOC 2 evidence collection process.
4840,Lauren Smith,9,Atlanta,support,Automated revenue recognition data quality checks.
4841,Jessica Martin,14,Atlanta,product,Improved NPS by redesigning incident communications workflow.
4842,Melvin Carlson,2,Chicago,product,"Implemented Okta and SCIM provisioning for 2,000 employees."
4843,Susan Higgins,0,Chicago,engineering,Led multi-region ERP rollout across three warehouses.
4844,Michael Roth,12,Denver,engineering,Expanded support knowledge base and deflected repetitive tickets.
4845,Trevor Bautista,0,Atlanta,engineering,Improved NPS by redesigning incident communications workflow.
4846,Bianca Johnson,15,Seattle,support,Negotiated software procurement and vendor savings initiatives.
4847,Valerie Taylor,0,Remote,sales,Built churn propensity model for customer success team.
4848,Nicholas Barber,12,Austin,operations,Managed high-volume healthcare recruiting for clinical roles.
4849,Colin Johnson,8,Atlanta,operations,Ran agile ceremonies for cross-functional product squad.
4850,Philip Burns,11,Atlanta,operations,Negotiated software procurement and vendor savings initiatives.
4851,Melissa Owens,11,Austin,operations,Expanded support knowledge base and deflected repetitive tickets.
4852,Sharon Gonzales,7,Remote,operations,Expanded support knowledge base and deflected repetitive tickets.
4853,Melissa Bowen,8,Atlanta,sales,"Implemented Okta and SCIM provisioning for 2,000 employees."
4854,Mary Howard,9,Seattle,operations,Ran agile ceremonies for cross-functional product squad.
4855,Joseph Glass,12,Atlanta,support,Led multi-region ERP rollout across three warehouses.
4856,Tammy Tyler,12,Denver,engineering,Maintained SOC 2 evidence collection process.
4857,Amanda Smith,8,Chicago,product,"Implemented Okta and SCIM provisioning for 2,000 employees."
4858,Cynthia Hughes,6,Denver,operations,Led multi-region ERP rollout across three warehouses.
4859,Kenneth Bauer,0,Seattle,sales,Improved NPS by redesigning incident communications workflow.
4860,Joe Reed,14,Atlanta,operations,Reduced cloud spend by redesigning batch compute workloads.
4861,Tiffany Wiggins,4,Atlanta,product,Ran agile ceremonies for cross-functional product squad.
4862,Tanya Davis,7,Austin,support,Owned forecasting model for outbound pipeline generation.
4863,Maria Jackson,17,Austin,support,Launched partner onboarding program across EMEA region.
4864,Teresa Curry,14,Seattle,sales,Automated revenue recognition data quality checks.
4865,Anna Gonzalez,6,Remote,product,Expanded support knowledge base and deflected repetitive tickets.
4866,Sean Dixon,8,Denver,support,Ran agile ceremonies for cross-functional product squad.
4867,Rodney Buck,5,Denver,engineering,Closed strategic logistics accounts in manufacturing sector.
4868,Wendy Miller,11,Remote,operations,Reduced cloud spend by redesigning batch compute workloads.
4869,Kathryn Franklin,2,Chicago,product,Built churn propensity model for customer success team.
4870,James Schultz,17,Atlanta,analytics,Closed strategic logistics accounts in manufacturing sector.
4871,Ashley Moore,17,Austin,analytics,Built role-based compensation benchmarking dashboards.
4872,Tammy Choi,5,Chicago,operations,"Implemented Okta and SCIM provisioning for 2,000 employees."
4873,Paul Taylor,4,Denver,engineering,Scaled self-serve onboarding funnel for SMB customers.
4874,Raymond Nunez,9,Seattle,product,Introduced warehouse slotting optimization process.
4875,James Garcia,11,Chicago,support,Designed interview loops for engineering leveling refresh.
4876,Amanda Williamson,11,Denver,sales,Shipped experimentation framework for signup conversion.
4877,Chad Cooper,0,Chicago,sales,Owned forecasting model for outbound pipeline generation.
4878,Kendra Kim,12,Austin,analytics,Managed enterprise renewals exceeding $4M ARR.
4879,Timothy Francis,1,Seattle,support,Built dbt models and Airflow pipelines for finance analytics.
4880,Edward Lee,6,Seattle,engineering,Shipped experimentation framework for signup conversion.
4881,Daniel Smith,12,Atlanta,analytics,Closed strategic logistics accounts in manufacturing sector.
4882,Matthew Ortega,15,Atlanta,product,Built role-based compensation benchmarking dashboards.
4883,Joseph Hernandez,11,Austin,operations,Owned forecasting model for outbound pipeline generation.
4884,Casey Davis,2,Atlanta,engineering,Scaled self-serve onboarding funnel for SMB customers.
4885,Justin Foster,12,Seattle,engineering,Introduced warehouse slotting optimization process.
4886,Tammy Heath,0,Denver,engineering,"Implemented Okta and SCIM provisioning for 2,000 employees."
4887,Erin Taylor,4,Seattle,product,Managed enterprise renewals exceeding $4M ARR.
4888,Jaime Smith,2,Chicago,operations,Shipped experimentation framework for signup conversion.
4889,Cheryl Bradford,17,Atlanta,engineering,Managed high-volume healthcare recruiting for clinical roles.
4890,Hannah James PhD,6,Denver,product,Scaled self-serve onboarding funnel for SMB customers.
4891,Nancy Smith,10,Remote,support,"Implemented Okta and SCIM provisioning for 2,000 employees."
4892,Michelle Carroll,14,Chicago,engineering,Reduced cloud spend by redesigning batch compute workloads.
4893,Richard Silva,17,Chicago,support,Shipped experimentation framework for signup conversion.
